TID,PhoneNo,Destination,Cell,Disconnect,StartTime,EndTime,Cell2
4275,99251061,,"B","Y",2005-01-02 15:31:15,2005-01-02 17:59:34,
4276,99240121,91807080,"D","No",2005-06-30 05:02:03,2005-06-30 07:23:08,"C"
4277,99341361,,"D","Y",2006-01-01 01:39:08,2006-01-01 01:53:57,
4278,99341260,,"D","Y",2005-03-07 10:29:18,2005-03-07 10:42:47,
4279,98250320,90807071,"D","No",2005-03-04 19:43:52,2005-03-04 21:12:35,"B"
4281,98340360,91919180,"D","No",2005-06-18 10:57:23,2005-06-18 13:41:33,"B"
4282,99341121,,"D","Y",2005-02-08 05:32:54,2005-02-08 06:39:13,
4283,98351061,,"D","Y",2005-12-01 20:09:12,2005-12-01 20:49:48,
4284,98240021,,"B","Y",2005-04-04 03:12:35,2005-04-04 05:14:12,
4285,99241360,90809091,"B","No",2006-10-05 18:16:53,2006-10-05 19:36:54,"E"
4286,98251120,,"D","Y",2006-04-15 07:24:29,2006-04-15 07:32:53,
4287,99350160,,"B","Y",2005-01-24 13:45:18,2005-01-24 14:23:51,
4288,99341120,90919070,"D","No",2006-05-10 09:27:19,2006-05-10 11:00:52,"C"
4289,98251060,90917070,"D","No",2006-11-01 16:54:17,2006-11-01 19:22:47,"E"
4290,99351061,90818080,"A","No",2005-09-27 18:24:17,2005-09-27 20:54:39,"B"
4291,99240220,,"D","Y",2006-11-03 14:57:12,2006-11-03 15:42:15,
4292,99240221,91807080,"A","No",2005-09-14 07:50:23,2005-09-14 09:39:40,"B"
4293,98341360,90807091,"A","No",2006-09-23 08:25:35,2006-09-23 09:29:29,"D"
4294,98251361,,"D","Y",2006-05-30 02:34:51,2006-05-30 03:58:11,
4295,98240261,,"D","Y",2006-12-01 19:30:58,2006-12-01 20:21:00,
4296,98341160,91809191,"A","No",2006-10-23 07:19:16,2006-10-23 07:20:50,"F"
4297,99350260,90809081,"A","No",2006-11-15 04:51:16,2006-11-15 06:58:29,"E"
4298,99340260,91917080,"B","No",2006-07-30 17:56:31,2006-07-30 19:09:52,"C"
4299,98341121,90819071,"B","No",2006-12-19 06:29:39,2006-12-19 07:55:45,"E"
4300,98340360,91909091,"B","No",2005-05-08 00:34:16,2005-05-08 00:40:16,"B"
4301,98240061,90808181,"A","No",2005-08-07 02:46:20,2005-08-07 05:06:06,"E"
4302,99341260,90907070,"B","No",2006-05-04 07:03:37,2006-05-04 07:48:05,"B"
4303,99341021,90918081,"D","No",2005-08-13 17:51:16,2005-08-13 18:20:35,"B"
4304,99241320,,"D","Y",2005-02-07 05:07:50,2005-02-07 05:59:01,
4306,99351121,91917191,"A","No",2006-05-04 04:17:19,2006-05-04 04:41:47,"C"
4307,99250320,91809071,"A","No",2005-12-27 20:44:27,2005-12-27 22:16:22,"E"
4309,98251021,,"D","Y",2006-05-06 06:55:03,2006-05-06 06:57:52,
4310,99240121,91807091,"D","No",2005-03-10 06:24:40,2005-03-10 07:19:24,"F"
4311,99251021,,"D","Y",2005-12-01 05:53:14,2005-12-01 07:28:52,
4312,99251220,90918181,"D","No",2006-01-25 13:04:37,2006-01-25 14:42:25,"A"
4313,98240021,91818181,"B","No",2006-11-08 06:37:57,2006-11-08 09:22:42,"D"
4314,99350361,91909070,"D","No",2005-07-17 06:01:51,2005-07-17 06:04:34,"A"
4315,99350321,91819170,"A","No",2006-06-05 12:34:28,2006-06-05 14:59:48,"E"
4317,98340160,91908171,"B","No",2005-01-20 19:46:48,2005-01-20 22:12:27,"A"
4318,98350160,,"D","Y",2006-03-17 06:23:49,2006-03-17 07:41:16,
4319,98250021,90909171,"B","No",2005-03-27 16:35:39,2005-03-27 18:26:37,"C"
4320,99340160,91807181,"B","No",2005-08-30 22:55:21,2005-08-31 00:09:38,"A"
4321,98350061,91908080,"A","No",2006-06-12 18:12:08,2006-06-12 20:32:52,"B"
4322,98340120,,"D","Y",2005-01-19 04:18:09,2005-01-19 04:55:49,
4323,98250121,90919191,"D","No",2006-03-29 00:05:33,2006-03-29 02:26:49,"D"
4324,99340321,,"D","Y",2006-09-30 05:06:12,2006-09-30 07:00:33,
4325,98240020,,"D","Y",2006-05-01 02:42:22,2006-05-01 04:33:04,
4326,98341160,,"D","Y",2006-06-13 20:12:31,2006-06-13 21:14:15,
4327,98241020,90818090,"D","No",2006-06-09 07:16:14,2006-06-09 08:41:30,"F"
4328,98251060,91918070,"D","No",2006-05-13 17:50:45,2006-05-13 18:25:29,"D"
4329,99351021,,"D","Y",2006-02-11 10:53:41,2006-02-11 11:36:56,
4330,99341261,90907090,"D","No",2005-06-06 10:29:26,2005-06-06 10:55:07,"E"
4331,99340261,,"D","Y",2005-05-22 19:30:56,2005-05-22 22:07:27,
4332,98350221,91809091,"D","No",2005-03-07 15:47:19,2005-03-07 16:54:00,"B"
4333,99251120,91809190,"B","No",2005-04-15 02:07:15,2005-04-15 03:41:21,"D"
4334,98340060,90808091,"D","No",2005-08-29 04:27:07,2005-08-29 07:03:10,"B"
4335,98241060,,"D","Y",2005-10-29 15:41:42,2005-10-29 16:33:12,
4336,99241260,91808181,"B","No",2005-11-29 17:38:45,2005-11-29 17:46:36,"B"
4337,99351260,91809190,"B","No",2006-05-06 15:53:37,2006-05-06 17:12:41,"E"
4338,99351120,90908070,"D","No",2006-07-21 20:55:41,2006-07-21 23:11:01,"D"
4339,99340060,90809090,"B","No",2005-01-26 18:48:58,2005-01-26 21:14:29,"E"
4340,98341120,90808180,"B","No",2006-08-07 21:24:04,2006-08-07 21:25:37,"F"
4341,99241320,91807170,"D","No",2006-07-05 18:32:27,2006-07-05 18:39:07,"F"
4342,98241160,91918170,"B","No",2006-12-24 21:17:48,2006-12-24 21:21:46,"E"
4343,99350220,91909071,"D","No",2006-08-18 20:42:38,2006-08-18 21:05:48,"A"
4344,99240020,90909080,"A","No",2006-03-28 08:53:07,2006-03-28 10:46:31,"E"
4345,98251361,91809191,"D","No",2005-03-12 08:30:22,2005-03-12 08:40:19,"D"
4346,99350361,,"D","Y",2006-12-04 08:17:44,2006-12-04 09:03:59,
4347,99350361,,"D","Y",2006-10-16 00:29:11,2006-10-16 00:59:55,
4348,99351120,,"D","Y",2005-07-05 20:28:52,2005-07-05 21:23:47,
4349,98251321,91808180,"A","No",2006-05-17 16:29:38,2006-05-17 17:13:39,"E"
4350,99240321,91919191,"D","No",2006-09-26 13:54:18,2006-09-26 14:28:34,"E"
4351,98240060,90809081,"D","No",2005-11-19 17:03:57,2005-11-19 17:22:03,"B"
4353,98350361,90818070,"A","No",2006-04-25 06:41:05,2006-04-25 06:45:43,"B"
4354,99340361,,"B","Y",2005-12-01 03:58:19,2005-12-01 04:06:12,
4355,99251360,91817171,"B","No",2006-07-09 07:33:47,2006-07-09 10:08:11,"B"
4356,98241020,,"D","Y",2006-09-10 13:04:21,2006-09-10 15:35:52,
4357,99351160,,"D","Y",2005-12-06 21:41:14,2005-12-06 22:08:56,
4358,98340261,90917081,"B","No",2005-06-03 11:17:28,2005-06-03 13:06:30,"D"
4359,98251361,91817091,"D","No",2006-02-16 20:02:30,2006-02-16 21:14:46,"F"
4360,99351021,90918170,"B","No",2006-04-17 13:23:00,2006-04-17 15:03:25,"D"
4361,99341161,90919090,"D","No",2006-02-27 09:52:46,2006-02-27 11:17:58,"E"
4362,98240361,,"B","Y",2006-03-19 10:30:19,2006-03-19 12:13:59,
4363,98350321,91808070,"D","No",2005-09-27 08:50:15,2005-09-27 11:18:21,"E"
4364,99250260,90808091,"B","No",2006-04-14 19:05:32,2006-04-14 21:08:07,"D"
4365,98240361,,"D","Y",2005-10-04 00:07:00,2005-10-04 01:51:06,
4366,98340120,90907070,"B","No",2005-09-30 05:33:01,2005-09-30 06:38:22,"F"
4367,98251221,91818090,"D","No",2005-12-08 19:26:56,2005-12-08 21:45:58,"F"
4368,98341061,,"D","Y",2005-07-31 01:08:13,2005-07-31 01:31:33,
4369,99250020,91817170,"D","No",2005-09-13 10:06:01,2005-09-13 10:30:11,"B"
4371,98351360,90909070,"A","No",2005-04-27 01:35:07,2005-04-27 03:49:00,"B"
4372,99250160,91919190,"D","No",2006-05-06 21:07:16,2006-05-06 23:07:21,"D"
4373,99250121,90917171,"B","No",2006-02-24 09:01:39,2006-02-24 11:09:31,"B"
4374,99341220,,"D","Y",2006-02-02 20:48:36,2006-02-02 22:41:26,
4375,99351160,91909091,"B","No",2006-11-18 07:58:24,2006-11-18 09:05:22,"B"
4376,99350020,,"D","Y",2005-10-13 14:53:43,2005-10-13 16:26:16,
4377,98340121,,"D","Y",2006-07-05 15:22:47,2006-07-05 16:23:02,
4378,98251120,91919070,"A","No",2005-01-20 06:42:10,2005-01-20 09:01:10,"E"
4379,98251121,91907071,"B","No",2006-09-02 07:00:07,2006-09-02 07:05:39,"E"
4380,98341260,,"D","Y",2005-12-27 03:37:32,2005-12-27 06:18:46,
4381,98350220,91908190,"D","No",2005-09-09 18:01:37,2005-09-09 20:25:29,"E"
4382,99251361,91918090,"A","No",2006-08-11 20:37:14,2006-08-11 22:08:17,"C"
4383,98350260,,"B","Y",2006-10-06 17:34:04,2006-10-06 19:16:05,
4384,98250361,,"D","Y",2005-11-20 07:43:19,2005-11-20 09:02:53,
4385,99341161,91808090,"D","No",2005-04-29 21:01:48,2005-04-29 23:24:52,"D"
4386,99341120,91919091,"D","No",2005-03-17 20:10:09,2005-03-17 21:58:35,"A"
4387,99350361,,"D","Y",2005-03-14 00:27:38,2005-03-14 01:02:24,
4388,99250321,90908080,"A","No",2006-05-10 15:00:36,2006-05-10 17:26:38,"D"
4389,99351320,90908091,"B","No",2006-02-21 08:27:32,2006-02-21 08:50:06,"C"
4390,99350120,91817170,"B","No",2006-05-28 22:20:08,2006-05-29 00:06:52,"F"
4391,98250021,91808181,"B","No",2005-03-04 04:21:02,2005-03-04 04:47:45,"D"
4392,98340361,90917181,"B","No",2006-10-12 04:29:52,2006-10-12 04:58:01,"C"
4393,98341260,91807071,"B","No",2005-07-28 17:17:57,2005-07-28 19:12:02,"F"
4394,99251260,91808070,"D","No",2006-04-14 11:11:04,2006-04-14 12:24:57,"A"
4395,98341260,,"A","Y",2005-04-21 10:28:30,2005-04-21 11:01:17,
4396,98240220,90817070,"D","No",2006-09-05 09:02:53,2006-09-05 09:06:22,"F"
4397,99341121,91818070,"D","No",2005-11-06 01:37:02,2005-11-06 03:29:54,"A"
4398,99251160,91917081,"A","No",2005-01-11 21:41:44,2005-01-11 22:48:44,"B"
4399,98240220,90908091,"B","No",2005-10-17 14:51:41,2005-10-17 16:27:49,"D"
4400,99241061,90819191,"D","No",2005-10-23 18:03:16,2005-10-23 18:13:55,"C"
4401,98341161,,"A","Y",2006-04-22 03:37:41,2006-04-22 05:24:56,
4402,99240320,91907171,"A","No",2006-04-04 10:06:10,2006-04-04 12:16:14,"A"
4403,98240221,90818180,"A","No",2006-04-22 13:36:46,2006-04-22 14:37:58,"A"
4404,99340021,,"D","Y",2005-12-21 07:34:29,2005-12-21 08:12:58,
4405,98251260,91809081,"B","No",2005-10-07 11:09:56,2005-10-07 11:38:26,"C"
4406,99250220,91918171,"B","No",2006-01-08 20:52:37,2006-01-08 21:09:54,"E"
4407,98250121,91817170,"B","No",2005-09-01 03:27:20,2005-09-01 03:29:46,"E"
4408,98340321,91807090,"A","No",2005-11-12 17:15:28,2005-11-12 18:17:34,"B"
4409,98240321,91819171,"A","No",2006-05-17 10:28:06,2006-05-17 12:05:15,"E"
4410,98351221,91807181,"D","No",2006-03-27 12:28:47,2006-03-27 13:54:12,"C"
4411,99350060,91909070,"D","No",2005-06-28 04:04:26,2005-06-28 05:05:51,"C"
4412,99250260,,"A","Y",2005-07-05 22:35:28,2005-07-06 00:07:18,
4413,98340121,,"D","Y",2005-10-04 01:42:53,2005-10-04 03:44:49,
4414,98241121,,"D","Y",2005-11-04 07:02:25,2005-11-04 07:31:13,
4415,99241360,90817070,"D","No",2005-02-21 16:18:08,2005-02-21 18:51:12,"B"
4416,98241260,91917180,"B","No",2005-12-08 13:25:51,2005-12-08 14:22:08,"F"
4417,99340221,,"D","Y",2006-02-15 18:11:50,2006-02-15 20:11:33,
4418,98351060,91908090,"A","No",2005-09-30 09:36:18,2005-09-30 11:11:16,"D"
4419,98240160,90918091,"B","No",2006-11-28 07:51:14,2006-11-28 09:28:46,"A"
4420,98341321,,"D","Y",2005-01-21 01:40:35,2005-01-21 01:54:09,
4421,99351360,91907191,"B","No",2006-04-14 15:48:30,2006-04-14 16:26:39,"A"
4422,99241361,90817180,"B","No",2005-07-30 08:53:33,2005-07-30 10:44:52,"B"
4423,99350020,91808071,"B","No",2005-09-27 13:33:23,2005-09-27 15:37:07,"A"
4424,99251161,,"B","Y",2006-01-30 14:41:27,2006-01-30 17:16:06,
4425,98240360,91817190,"D","No",2005-05-19 14:48:05,2005-05-19 16:22:41,"A"
4426,98250260,90907171,"B","No",2006-06-23 06:49:03,2006-06-23 07:26:40,"E"
4427,99250120,91919090,"B","No",2005-09-08 10:52:07,2005-09-08 13:17:17,"B"
4428,98350360,,"A","Y",2005-05-25 14:35:10,2005-05-25 16:53:33,
4429,98251160,91817090,"B","No",2005-07-04 02:29:35,2005-07-04 04:34:59,"A"
4430,99240161,91918080,"D","No",2006-06-20 22:58:35,2006-06-21 00:18:25,"A"
4431,98340361,91818171,"D","No",2005-08-31 08:30:10,2005-08-31 11:03:17,"E"
4432,98340060,,"D","Y",2005-12-04 21:46:52,2005-12-04 22:24:52,
4433,98350021,,"D","Y",2005-11-10 02:54:58,2005-11-10 04:00:00,
4434,99341360,90909091,"B","No",2006-07-23 19:23:05,2006-07-23 20:23:33,"A"
4435,99350021,90807070,"B","No",2005-10-07 10:44:08,2005-10-07 11:19:47,"C"
4436,98350021,,"D","Y",2005-01-23 09:08:09,2005-01-23 11:05:37,
4437,98241160,90809080,"B","No",2005-08-20 05:17:05,2005-08-20 07:18:07,"E"
4438,98351361,91919081,"D","No",2005-06-16 00:22:19,2005-06-16 02:19:03,"D"
4439,98251060,,"B","Y",2005-10-07 01:58:27,2005-10-07 04:06:55,
4440,98250260,,"B","Y",2006-06-26 07:10:27,2006-06-26 09:09:15,
4441,98341061,91817181,"B","No",2006-02-14 15:27:02,2006-02-14 16:41:47,"C"
4442,99240321,91908070,"D","No",2006-09-08 06:53:41,2006-09-08 08:41:32,"C"
4443,99240121,,"A","Y",2006-11-24 17:31:52,2006-11-24 17:50:57,
4444,99350021,91818071,"A","No",2006-07-06 02:26:13,2006-07-06 04:48:38,"D"
4445,98340120,90807171,"B","No",2006-03-05 17:28:53,2006-03-05 18:55:18,"E"
4446,98251260,90809170,"B","No",2006-10-10 14:38:45,2006-10-10 15:28:04,"D"
4447,98240320,91918180,"B","No",2005-01-27 21:10:41,2005-01-27 21:58:56,"A"
4448,99341320,,"D","Y",2006-05-08 09:28:56,2006-05-08 09:51:55,
4449,98341160,91808091,"B","No",2005-05-10 02:47:11,2005-05-10 04:14:28,"F"
4450,99240020,90919170,"B","No",2006-03-09 15:08:19,2006-03-09 17:41:04,"E"
4451,99340360,,"D","Y",2006-10-30 22:12:31,2006-10-30 23:00:12,
4452,99340061,91809180,"B","No",2006-06-19 19:21:38,2006-06-19 19:50:21,"B"
4453,99241020,91808071,"B","No",2005-01-14 12:06:34,2005-01-14 14:17:30,"D"
4454,98351360,,"B","Y",2006-08-06 06:22:42,2006-08-06 08:25:57,
4455,98341360,,"D","Y",2006-08-04 20:21:15,2006-08-04 22:27:43,
4456,98351360,91917080,"D","No",2005-11-07 21:13:36,2005-11-07 23:36:08,"A"
4457,99251361,,"B","Y",2006-04-26 00:31:19,2006-04-26 02:08:27,
4458,98241021,90817080,"D","No",2006-04-28 06:32:29,2006-04-28 07:21:56,"D"
4459,99351360,90907080,"B","No",2006-09-27 09:50:04,2006-09-27 10:35:46,"B"
4460,99341061,90818091,"B","No",2006-08-13 06:10:33,2006-08-13 07:22:02,"A"
4461,98351120,90909090,"A","No",2005-01-10 14:41:31,2005-01-10 16:53:19,"A"
4462,99250321,91907171,"A","No",2006-01-11 02:33:08,2006-01-11 04:53:13,"A"
4463,98351260,90819070,"D","No",2005-03-17 17:33:32,2005-03-17 18:26:40,"C"
4464,99351361,90817081,"B","No",2005-12-20 20:33:39,2005-12-20 22:20:18,"D"
4465,98240261,91809191,"A","No",2005-02-17 09:48:35,2005-02-17 11:05:31,"B"
4466,98351360,,"D","Y",2005-03-13 08:51:36,2005-03-13 09:52:30,
4467,99340121,90808171,"B","No",2005-05-12 11:17:49,2005-05-12 12:20:53,"B"
4468,99340361,90807191,"D","No",2006-04-20 18:14:34,2006-04-20 20:58:28,"F"
4469,98251221,90919070,"D","No",2005-04-20 09:06:40,2005-04-20 11:34:44,"A"
4470,99240121,91807171,"B","No",2006-11-04 01:37:50,2006-11-04 01:43:35,"E"
4471,99351221,90908080,"D","No",2005-10-14 01:26:04,2005-10-14 03:25:09,"C"
4473,99240120,90919091,"D","No",2005-01-20 20:47:46,2005-01-20 22:12:45,"B"
4474,99240260,91919070,"A","No",2005-01-25 11:02:06,2005-01-25 13:30:10,"B"
4475,99240260,90807081,"B","No",2005-01-01 20:48:55,2005-01-01 22:05:16,"B"
4476,99350021,,"B","Y",2006-08-27 19:54:10,2006-08-27 21:06:00,
4477,99350120,90819091,"B","No",2006-05-07 17:10:07,2006-05-07 19:40:25,"B"
4478,98251360,,"D","Y",2006-09-21 10:42:25,2006-09-21 10:57:53,
4479,99241120,91917180,"D","No",2006-06-18 13:30:27,2006-06-18 14:41:56,"B"
4481,99340361,90809090,"D","No",2006-11-23 13:47:23,2006-11-23 15:09:23,"C"
4482,99251260,90817071,"D","No",2006-05-07 00:42:03,2006-05-07 03:28:19,"B"
4483,98350360,91907181,"B","No",2005-09-05 01:33:33,2005-09-05 01:45:38,"B"
4484,98250121,,"A","Y",2005-11-10 22:26:28,2005-11-11 00:28:17,
4485,99240020,,"B","Y",2005-05-12 22:53:07,2005-05-13 00:33:26,
4486,99340121,90817170,"A","No",2006-01-29 09:35:00,2006-01-29 11:53:45,"B"
4487,98340161,91808070,"B","No",2005-05-15 05:33:10,2005-05-15 06:13:52,"E"
4488,98351061,91808081,"B","No",2006-01-13 20:10:29,2006-01-13 20:47:32,"A"
4489,99341320,91918080,"D","No",2006-04-30 00:35:43,2006-04-30 01:05:17,"D"
4490,98341261,91918071,"A","No",2006-12-17 20:52:05,2006-12-17 22:16:21,"D"
4491,98241020,91818190,"B","No",2005-12-20 02:49:02,2005-12-20 03:30:03,"D"
4492,98350020,90809071,"D","No",2006-06-15 09:21:29,2006-06-15 11:19:57,"B"
4493,99340060,,"D","Y",2005-09-15 15:06:47,2005-09-15 16:19:49,
4494,99340260,90819070,"B","No",2006-11-17 05:53:00,2006-11-17 06:48:39,"A"
4495,98240021,,"B","Y",2005-09-27 15:04:27,2005-09-27 17:50:25,
4496,99340021,90907090,"D","No",2006-12-22 15:52:39,2006-12-22 16:24:38,"B"
4497,98351061,,"D","Y",2005-05-14 20:57:33,2005-05-14 23:28:40,
4498,98250360,,"B","Y",2005-05-17 01:25:44,2005-05-17 03:39:41,
4499,98251260,,"A","Y",2006-07-21 16:42:55,2006-07-21 16:57:29,
4500,99340020,91917080,"D","No",2005-06-30 18:21:07,2005-06-30 19:32:43,"C"
4501,98251360,91809171,"D","No",2005-04-06 04:32:22,2005-04-06 05:48:49,"B"
4502,99240261,,"B","Y",2006-01-01 17:20:56,2006-01-01 17:29:45,
4503,98341061,90918091,"D","No",2006-10-05 04:25:35,2006-10-05 04:53:10,"D"
4504,99241021,90819081,"A","No",2006-09-29 16:41:05,2006-09-29 16:49:23,"E"
4505,99351320,90909080,"D","No",2006-04-07 16:23:45,2006-04-07 18:33:54,"E"
4506,98240321,91819171,"B","No",2005-08-29 12:49:18,2005-08-29 14:21:29,"F"
4507,99251020,91818071,"D","No",2006-12-19 13:48:00,2006-12-19 14:33:10,"D"
4508,99350121,91808070,"B","No",2006-10-29 04:23:47,2006-10-29 06:28:52,"F"
4509,99341021,90919170,"D","No",2006-03-29 01:45:27,2006-03-29 01:59:47,"D"
4510,99351220,,"D","Y",2006-03-04 21:01:11,2006-03-04 21:05:26,
4511,98250120,90909180,"A","No",2006-01-25 09:27:41,2006-01-25 11:49:52,"C"
4512,99251261,,"B","Y",2006-03-18 01:49:21,2006-03-18 02:58:39,
4513,98251260,,"D","Y",2006-02-21 13:19:09,2006-02-21 13:37:37,
4514,98340321,91817080,"D","No",2005-10-20 16:28:31,2005-10-20 17:31:41,"A"
4515,98351361,,"D","Y",2006-04-19 16:12:34,2006-04-19 16:46:57,
4516,98250261,,"B","Y",2005-08-12 03:57:17,2005-08-12 06:13:49,
4517,99350321,90907081,"A","No",2006-01-01 03:29:11,2006-01-01 04:39:25,"C"
4518,99250260,91907191,"B","No",2006-12-13 17:43:15,2006-12-13 19:41:30,"F"
4519,99250260,,"D","Y",2005-10-25 02:12:27,2005-10-25 02:24:58,
4520,98241121,,"D","Y",2005-06-16 10:19:35,2005-06-16 11:55:20,
4521,99340221,,"A","Y",2006-04-25 12:37:24,2006-04-25 14:04:28,
4522,98340260,90808070,"D","No",2006-10-14 16:41:08,2006-10-14 17:48:27,"A"
4523,98250021,90817081,"B","No",2006-01-11 13:00:27,2006-01-11 14:16:33,"D"
4524,99250121,90919071,"D","No",2005-04-18 08:13:38,2005-04-18 09:11:48,"A"
4525,99240220,,"A","Y",2005-04-14 21:37:55,2005-04-14 23:21:06,
4526,99241360,,"D","Y",2006-06-07 05:40:17,2006-06-07 07:19:34,
4527,99340020,90807190,"D","No",2005-12-23 20:35:05,2005-12-23 21:33:03,"C"
4529,98340320,,"D","Y",2005-08-14 05:35:42,2005-08-14 06:52:19,
4530,98351220,90908081,"A","No",2005-12-05 14:17:25,2005-12-05 14:35:38,"D"
4531,98250160,91907171,"B","No",2005-05-22 09:40:47,2005-05-22 11:53:00,"E"
4532,99351121,,"D","Y",2005-06-24 05:27:57,2005-06-24 07:27:21,
4533,99340360,,"D","Y",2006-06-06 03:16:09,2006-06-06 04:17:45,
4534,98250061,91909071,"D","No",2006-04-12 22:20:39,2006-04-12 23:29:59,"B"
4535,99350020,90917180,"D","No",2005-12-04 20:34:19,2005-12-04 22:06:53,"B"
4536,99251321,90817191,"A","No",2006-05-23 22:12:15,2006-05-23 23:40:25,"E"
4537,99251121,91908171,"D","No",2006-02-11 10:41:10,2006-02-11 12:32:43,"A"
4538,98251061,91907180,"B","No",2005-04-01 12:00:15,2005-04-01 14:45:08,"E"
4539,99351061,,"D","Y",2006-07-29 06:42:55,2006-07-29 08:32:53,
4540,98340360,,"D","Y",2006-06-07 08:31:31,2006-06-07 10:48:49,
4541,98241161,,"D","Y",2006-05-06 18:24:27,2006-05-06 20:12:14,
4542,99251021,90809190,"A","No",2005-06-13 13:44:21,2005-06-13 15:48:44,"A"
4543,98251260,91808191,"D","No",2006-03-28 07:45:41,2006-03-28 09:29:41,"F"
4544,99341061,91819070,"D","No",2006-11-01 00:12:58,2006-11-01 01:30:01,"D"
4545,99350361,,"D","Y",2005-11-23 12:51:53,2005-11-23 12:57:32,
4546,98350021,91908081,"B","No",2005-03-08 02:33:24,2005-03-08 02:59:44,"D"
4547,98251121,90919171,"D","No",2005-10-15 04:45:19,2005-10-15 06:47:20,"E"
4548,99240020,91917080,"D","No",2005-06-11 22:55:53,2005-06-12 00:28:10,"D"
4549,99351160,91917081,"A","No",2005-05-09 15:09:31,2005-05-09 16:45:52,"E"
4550,98350221,91818090,"D","No",2006-06-25 14:27:21,2006-06-25 17:10:38,"D"
4551,99351060,91919091,"D","No",2005-01-05 10:29:31,2005-01-05 12:28:10,"C"
4552,98350160,,"D","Y",2005-04-13 17:33:02,2005-04-13 18:11:36,
4553,99340020,,"D","Y",2006-02-18 15:12:48,2006-02-18 17:04:45,
4554,99341060,,"B","Y",2006-07-25 02:28:26,2006-07-25 03:25:06,
4555,98251021,91807070,"D","No",2005-01-10 05:44:25,2005-01-10 07:12:06,"C"
4556,98250221,,"D","Y",2005-09-07 11:35:06,2005-09-07 13:19:15,
4557,99241160,90909191,"B","No",2006-09-16 21:56:51,2006-09-16 23:29:10,"E"
4558,98350361,91809190,"B","No",2006-07-21 07:48:39,2006-07-21 08:47:34,"D"
4559,98351360,,"D","Y",2005-07-08 17:39:04,2005-07-08 19:26:00,
4560,98350161,,"D","Y",2005-06-25 14:09:35,2005-06-25 16:52:27,
4561,98250360,91808070,"D","No",2006-06-29 16:41:29,2006-06-29 17:25:14,"A"
4562,98350121,,"D","Y",2006-01-24 17:21:06,2006-01-24 18:20:05,
4563,98350061,91909070,"D","No",2006-02-11 02:26:07,2006-02-11 02:52:28,"E"
4564,99241320,,"D","Y",2005-12-11 06:25:22,2005-12-11 06:41:10,
4565,98351060,91919081,"D","No",2005-10-29 22:56:36,2005-10-30 01:28:19,"F"
4566,98340160,90819081,"A","No",2006-09-11 05:36:47,2006-09-11 07:21:05,"B"
4567,98250061,,"A","Y",2006-02-14 01:23:29,2006-02-14 01:51:02,
4568,98340321,90808081,"B","No",2005-11-11 15:35:20,2005-11-11 16:58:31,"A"
4569,98340320,,"D","Y",2006-10-11 05:33:29,2006-10-11 06:19:55,
4570,98241060,90908091,"D","No",2005-01-15 09:04:53,2005-01-15 11:28:21,"A"
4571,99340321,91918191,"D","No",2005-06-12 01:23:51,2005-06-12 02:43:06,"F"
4572,99240221,,"A","Y",2005-07-03 09:58:44,2005-07-03 10:36:13,
4573,99240261,90808181,"A","No",2005-04-20 08:08:35,2005-04-20 10:37:18,"E"
4574,99341120,90908071,"B","No",2005-01-24 13:20:15,2005-01-24 13:47:33,"F"
4575,98351161,91918081,"B","No",2005-06-14 06:08:31,2005-06-14 08:37:56,"F"
4576,99350020,91908090,"D","No",2005-04-30 00:02:29,2005-04-30 00:36:29,"D"
4577,99240020,,"D","Y",2006-10-12 14:52:11,2006-10-12 15:38:06,
4579,98240221,91917090,"A","No",2006-12-25 15:22:09,2006-12-25 17:34:23,"E"
4580,99351261,91819091,"D","No",2006-11-19 07:18:50,2006-11-19 09:02:13,"C"
4581,99251361,,"B","Y",2005-03-20 17:55:17,2005-03-20 19:21:20,
4582,98350320,91917071,"B","No",2006-03-21 03:33:39,2006-03-21 05:21:36,"E"
4583,99240261,91907071,"B","No",2005-09-08 17:28:12,2005-09-08 18:48:17,"C"
4584,98250320,90818091,"A","No",2005-05-05 08:26:35,2005-05-05 10:04:32,"F"
4585,99241260,91808191,"D","No",2005-08-19 14:04:00,2005-08-19 16:23:53,"D"
4586,98250061,,"D","Y",2006-10-23 21:31:53,2006-10-23 22:35:05,
4587,98251121,91909080,"D","No",2005-08-21 13:07:44,2005-08-21 13:39:10,"E"
4588,98241361,90817190,"A","No",2005-09-28 19:04:04,2005-09-28 21:05:12,"C"
4589,99250220,,"A","Y",2005-12-31 08:11:05,2005-12-31 08:13:19,
4590,98340121,91818080,"A","No",2006-03-30 02:11:33,2006-03-30 03:37:14,"E"
4591,99341221,,"D","Y",2006-06-12 01:39:58,2006-06-12 03:04:29,
4592,99350020,90917190,"A","No",2006-06-13 00:58:08,2006-06-13 01:43:13,"B"
4593,98351161,90909180,"D","No",2006-09-30 12:34:56,2006-09-30 12:45:48,"F"
4594,98250261,,"A","Y",2006-04-21 09:00:06,2006-04-21 09:50:08,
4595,98241120,91808191,"D","No",2005-04-10 06:51:01,2005-04-10 09:05:14,"A"
4596,99240261,91809071,"B","No",2006-04-07 16:33:01,2006-04-07 18:45:12,"C"
4597,98341160,90919091,"A","No",2005-11-30 04:51:47,2005-11-30 06:54:47,"D"
4598,99340061,,"A","Y",2006-10-30 19:50:34,2006-10-30 21:55:56,
4599,98351120,,"D","Y",2005-07-31 03:08:46,2005-07-31 04:47:55,
